plantSlug,unitName,unitNo,plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_status,commissioning_group,year,fyear,decade,source,technology_type,generation_2015-16,generation_2016-17,generation_2017-18,generation_2018-19,generation_2019-20,generation_2020-21,generation_2008-09,generation_2009-10,generation_2010-11,generation_2011-12,generation_2012-13,generation_2013-14,generation_2014-15,generation_2021-22,generation_2022-23,generation_2023-24,generation_2024-25,generation_2007-08,plant_load_factor_2015-16,plant_load_factor_2016-17,plant_load_factor_2017-18,plant_load_factor_2018-19,plant_load_factor_2019-20,plant_load_factor_2020-21,plant_load_factor_2008-09,plant_load_factor_2009-10,plant_load_factor_2010-11,plant_load_factor_2011-12,plant_load_factor_2012-13,plant_load_factor_2013-14,plant_load_factor_2014-15,plant_load_factor_2021-22,plant_load_factor_2022-23,plant_load_factor_2023-24,plant_load_factor_2024-25,plant_load_factor_2007-08
tamil-nadu-erode,,,Tamil Nadu-Erode,Tamil Nadu,Erode,,129.33,,operational,operational,2004,2003-04,2000-2009,wind,,123.48883641600001,195.9970284,194.86409759999998,181.60880724000006,196.42040308800006,193.44995164800002,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-kancheepuram,,,Tamil Nadu-Kancheepuram,Tamil Nadu,Kancheepuram,,7.65,,operational,operational,2010,2010-11,2010-2019,wind,,7.304489279999999,11.593422000000002,11.526408,10.742344200000002,11.618465039999997,11.442759839999999,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-kanyakumari,,,Tamil Nadu-Kanyakumari,Tamil Nadu,Kanyakumari,,349.125,,operational,operational,1990,1989-90,1990-1999,wind,,333.3568392,529.091955,526.03362,490.25110049999995,530.2348506000001,522.2161475999999,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-karur,,,Tamil Nadu-Karur,Tamil Nadu,Karur,,115.1,,operational,operational,2017,2017-18,2010-2019,wind,,N.F.,N.F.,2.5614239999999997,2.3871876000000003,2.58188112,32.45854752,,,,,,,,,,,,,N.F.,N.F.,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-ramanathapuram,,,Tamil Nadu-Ramanathapuram,Tamil Nadu,Ramanathapuram,,17.4,,operational,operational,2003,2002-03,2000-2009,wind,,15.181879680000002,25.232742,25.086888,23.380396199999996,25.287247439999998,24.90483024,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-salem,,,Tamil Nadu-Salem,Tamil Nadu,Salem,,3.4,,operational,operational,2011,2010-11,2010-2019,wind,,3.24643968,5.152632,5.122847999999999,4.774375200000001,5.16376224,5.085671039999999,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-thanjavur,,,Tamil Nadu-Thanjavur,Tamil Nadu,Thanjavur,,8.8,,operational,operational,2013,2013-14,2010-2019,wind,,4.583208959999999,7.274304,13.259136000000002,12.3572064,13.365031680000001,13.162913280000001,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-theni,,,Tamil Nadu-Theni,Tamil Nadu,Theni,,574.6,,operational,operational,2008,2007-08,2000-2009,wind,,499.95171072,861.7019280000001,861.241152,806.8694088000001,944.0572377599999,929.7803289600001,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-tiruvallur,,,Tamil Nadu-Tiruvallur,Tamil Nadu,Tiruvallur,,7.2,,operational,operational,2017,2017-18,2010-2019,wind,,N.F.,N.F.,10.848384,10.110441600000001,10.93502592,10.76965632,,,,,,,,,,,,,N.F.,N.F.,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-thoothukudi,,,Tamil Nadu-Thoothukudi,Tamil Nadu,Thoothukudi,,1893.3275,,operational,operational,1997,1996-97,1990-1999,wind,,141.10077168,351.250377,515.712588,1326.20207118,1505.753069184,1482.974196336,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-tiruchirappalli,,,Tamil Nadu-Tiruchirappalli,Tamil Nadu,Tiruchirappalli,,6.4,,operational,operational,2012,2012-13,2010-2019,wind,,6.11094528,9.699072000000001,9.643008,8.987059200000001,9.720023040000001,9.57302784,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-tirunelveli,,,Tamil Nadu-Tirunelveli,Tamil Nadu,Tirunelveli,,3745.213,,operational,operational,1993,1992-93,1990-1999,wind,,3201.934811328,5182.3960271999995,5291.8869168,4981.20394212,5463.928701503999,5475.532598784,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-tiruppur,,,Tamil Nadu-Tiruppur,Tamil Nadu,Tiruppur,,542.2225,,operational,operational,2009,2008-09,2000-2009,wind,,250.85907792000003,428.615631,536.429988,636.9929265000001,760.3336147680001,748.820187072,,,,,,,,,,,,,14.52,17.3,17.2,16.03,17.29,18.66,,,,,,,,,,,,
tamil-nadu-viluppuram,,,Tamil Nadu-Viluppuram,Tamil Nadu,Viluppuram,,1.7,,operational,operational,2017,2017-18,2010-2019,wind,,N.F.,N.F.,2.5614239999999997,2.3871876000000003,2.58188112,2.5428355199999997,,,,,,,,,,,,,N.F.,N.F.,17.2,16.03,17.29,18.66,,,,,,,,,,,,
telangana-medak,,,Telangana-Medak,Telangana,Medak,,27.3,,operational,operational,2018,2018-19,2010-2019,wind,,N.F.,N.F.,N.F.,35.0590968,30.40704576,26.150997600000004,,,,,,,,,,,,,N.F.,N.F.,N.F.,14.66,12.68,11.95,,,,,,,,,,,,
telangana-ranga-reddy,,,Telangana-Ranga Reddy,Telangana,Ranga Reddy,,100.8,,operational,operational,2016,2015-16,2010-2019,wind,,N.A.,135.8949312,125.19949679999999,153.72065520000004,133.32320063999998,114.6620664,,,,,,,,,,,,,N.A.,12.96,11.94,14.66,12.68,11.95,,,,,,,,,,,,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 1,1.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,01-10-2012 00:00,150.0,Meenakshi Thermal Energy Ltd.,operational,operational,2012,2012-13,2010-2019,coal,Subcritical,866.84,626.04,155.63000000000002,20.07,0,67.55,N.F.,N.F.,N.F.,N.F.,382.55,709.1,830.65,165.44,0,0,46.580000000000005,,65.78931390406801,47.64383561643836,11.84398782343988,1.5273972602739727,0,5.140791476407915,N.F.,N.F.,N.F.,N.F.,55.3,54,63.2,12.590563165905632,0,0,4.705050505050505,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 1,1.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,01-04-2013 00:00,150.0,Meenakshi Thermal Energy Ltd.,operational,operational,2013,2013-14,2010-2019,coal,Subcritical,866.84,626.04,155.63000000000002,20.07,0,67.55,N.F.,N.F.,N.F.,N.F.,382.55,709.1,830.65,165.44,0,0,46.580000000000005,,65.78931390406801,47.64383561643836,11.84398782343988,1.5273972602739727,0,5.140791476407915,N.F.,N.F.,N.F.,N.F.,55.3,54,63.2,12.590563165905632,0,0,4.705050505050505,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 1,1.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,Stressed,350.0,Meenakshi Thermal Energy Ltd.,under-construction-but-on-hold,pipeline,N.A.,N.A.,N.A.,coal,Subcritical,866.84,626.04,155.63000000000002,20.07,0,67.55,N.F.,N.F.,N.F.,N.F.,382.55,709.1,830.65,165.44,0,0,46.580000000000005,,65.78931390406801,47.64383561643836,11.84398782343988,1.5273972602739727,0,5.140791476407915,N.F.,N.F.,N.F.,N.F.,55.3,54,63.2,12.590563165905632,0,0,4.705050505050505,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 1,1.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,Stressed,350.0,Meenakshi Thermal Energy Ltd.,under-construction-but-on-hold,pipeline,N.A.,N.A.,N.A.,coal,Subcritical,866.84,626.04,155.63000000000002,20.07,0,67.55,N.F.,N.F.,N.F.,N.F.,382.55,709.1,830.65,165.44,0,0,46.580000000000005,,65.78931390406801,47.64383561643836,11.84398782343988,1.5273972602739727,0,5.140791476407915,N.F.,N.F.,N.F.,N.F.,55.3,54,63.2,12.590563165905632,0,0,4.705050505050505,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 2,2.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,01-10-2012 00:00,150.0,Meenakshi Thermal Energy Ltd.,operational,operational,2012,2012-13,2010-2019,coal,Subcritical,804.3500000000001,717.84,342.44000000000005,16.24,0,46.66,N.F.,N.F.,N.F.,N.F.,N.F.,736.16,721.81,227.89999999999995,0,0,117.08,,61.0465998785671,54.630136986301366,26.06088280060883,1.2359208523592085,0,3.550989345509893,N.F.,N.F.,N.F.,N.F.,N.F.,60,54.9,17.343987823439875,0,0,11.826262626262626,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 2,2.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,01-04-2013 00:00,150.0,Meenakshi Thermal Energy Ltd.,operational,operational,2013,2013-14,2010-2019,coal,Subcritical,804.3500000000001,717.84,342.44000000000005,16.24,0,46.66,N.F.,N.F.,N.F.,N.F.,N.F.,736.16,721.81,227.89999999999995,0,0,117.08,,61.0465998785671,54.630136986301366,26.06088280060883,1.2359208523592085,0,3.550989345509893,N.F.,N.F.,N.F.,N.F.,N.F.,60,54.9,17.343987823439875,0,0,11.826262626262626,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 2,2.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,Stressed,350.0,Meenakshi Thermal Energy Ltd.,under-construction-but-on-hold,pipeline,N.A.,N.A.,N.A.,coal,Subcritical,804.3500000000001,717.84,342.44000000000005,16.24,0,46.66,N.F.,N.F.,N.F.,N.F.,N.F.,736.16,721.81,227.89999999999995,0,0,117.08,,61.0465998785671,54.630136986301366,26.06088280060883,1.2359208523592085,0,3.550989345509893,N.F.,N.F.,N.F.,N.F.,N.F.,60,54.9,17.343987823439875,0,0,11.826262626262626,
thamminapatnam-tps-meenakshi-thermal-energy-ltd,Thamminapatnam Thermal Power Station Unit 2,2.0,Thamminapatnam TPS,Andhra Pradesh,Nellore,Stressed,350.0,Meenakshi Thermal Energy Ltd.,under-construction-but-on-hold,pipeline,N.A.,N.A.,N.A.,coal,Subcritical,804.3500000000001,717.84,342.44000000000005,16.24,0,46.66,N.F.,N.F.,N.F.,N.F.,N.F.,736.16,721.81,227.89999999999995,0,0,117.08,,61.0465998785671,54.630136986301366,26.06088280060883,1.2359208523592085,0,3.550989345509893,N.F.,N.F.,N.F.,N.F.,N.F.,60,54.9,17.343987823439875,0,0,11.826262626262626,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 1,1.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-03-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2011-12,2010-2019,coal,Subcritical,798.87,425.7700000000001,0,0,0,0,N.F.,N.F.,N.F.,N.F.,933,1016.07,1044.3,0,0,607.89,573.51,,60.630692167577415,32.402587519025886,0,0,0,0,N.F.,N.F.,N.F.,N.F.,71.3,77.3,79.5,0,0,46.13615664845173,57.93030303030303,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 1,1.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-07-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2012-13,2010-2019,coal,Subcritical,798.87,425.7700000000001,0,0,0,0,N.F.,N.F.,N.F.,N.F.,933,1016.07,1044.3,0,0,607.89,573.51,,60.630692167577415,32.402587519025886,0,0,0,0,N.F.,N.F.,N.F.,N.F.,71.3,77.3,79.5,0,0,46.13615664845173,57.93030303030303,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 1,1.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-02-2014 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2014,2013-14,2010-2019,coal,Subcritical,798.87,425.7700000000001,0,0,0,0,N.F.,N.F.,N.F.,N.F.,933,1016.07,1044.3,0,0,607.89,573.51,,60.630692167577415,32.402587519025886,0,0,0,0,N.F.,N.F.,N.F.,N.F.,71.3,77.3,79.5,0,0,46.13615664845173,57.93030303030303,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 1,1.0,Simhapuri TPS,Andhra Pradesh,Nellore,07-03-2015 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2015,2014-15,2010-2019,coal,Subcritical,798.87,425.7700000000001,0,0,0,0,N.F.,N.F.,N.F.,N.F.,933,1016.07,1044.3,0,0,607.89,573.51,,60.630692167577415,32.402587519025886,0,0,0,0,N.F.,N.F.,N.F.,N.F.,71.3,77.3,79.5,0,0,46.13615664845173,57.93030303030303,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 2,2.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-03-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2011-12,2010-2019,coal,Subcritical,940.29,261,0,19.89,0,0,N.F.,N.F.,N.F.,N.F.,685.73,1084.99,1112.91,0,0,684.37,526.97,,71.36384335154827,19.863013698630137,0,1.5136986301369864,0,0,N.F.,N.F.,N.F.,N.F.,65.9,82.6,84.7,0,0,51.9406496660595,53.229292929292924,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 2,2.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-07-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2012-13,2010-2019,coal,Subcritical,940.29,261,0,19.89,0,0,N.F.,N.F.,N.F.,N.F.,685.73,1084.99,1112.91,0,0,684.37,526.97,,71.36384335154827,19.863013698630137,0,1.5136986301369864,0,0,N.F.,N.F.,N.F.,N.F.,65.9,82.6,84.7,0,0,51.9406496660595,53.229292929292924,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 2,2.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-02-2014 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2014,2013-14,2010-2019,coal,Subcritical,940.29,261,0,19.89,0,0,N.F.,N.F.,N.F.,N.F.,685.73,1084.99,1112.91,0,0,684.37,526.97,,71.36384335154827,19.863013698630137,0,1.5136986301369864,0,0,N.F.,N.F.,N.F.,N.F.,65.9,82.6,84.7,0,0,51.9406496660595,53.229292929292924,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage I Unit 2,2.0,Simhapuri TPS,Andhra Pradesh,Nellore,07-03-2015 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2015,2014-15,2010-2019,coal,Subcritical,940.29,261,0,19.89,0,0,N.F.,N.F.,N.F.,N.F.,685.73,1084.99,1112.91,0,0,684.37,526.97,,71.36384335154827,19.863013698630137,0,1.5136986301369864,0,0,N.F.,N.F.,N.F.,N.F.,65.9,82.6,84.7,0,0,51.9406496660595,53.229292929292924,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 3,3.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-03-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2011-12,2010-2019,coal,Subcritical,1007.4799999999998,436.14,6.21,73.63,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,128.31,1046.5,0,111.01,873.9999999999999,729.2,,76.46326654523375,33.19178082191781,0.4726027397260274,5.603500761035008,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,85,79.6,0,8.448249619482496,66.33272616879174,73.65656565656565,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 3,3.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-07-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2012-13,2010-2019,coal,Subcritical,1007.4799999999998,436.14,6.21,73.63,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,128.31,1046.5,0,111.01,873.9999999999999,729.2,,76.46326654523375,33.19178082191781,0.4726027397260274,5.603500761035008,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,85,79.6,0,8.448249619482496,66.33272616879174,73.65656565656565,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 3,3.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-02-2014 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2014,2013-14,2010-2019,coal,Subcritical,1007.4799999999998,436.14,6.21,73.63,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,128.31,1046.5,0,111.01,873.9999999999999,729.2,,76.46326654523375,33.19178082191781,0.4726027397260274,5.603500761035008,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,85,79.6,0,8.448249619482496,66.33272616879174,73.65656565656565,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 3,3.0,Simhapuri TPS,Andhra Pradesh,Nellore,07-03-2015 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2015,2014-15,2010-2019,coal,Subcritical,1007.4799999999998,436.14,6.21,73.63,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,128.31,1046.5,0,111.01,873.9999999999999,729.2,,76.46326654523375,33.19178082191781,0.4726027397260274,5.603500761035008,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,85,79.6,0,8.448249619482496,66.33272616879174,73.65656565656565,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 4,4.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-03-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2011-12,2010-2019,coal,Subcritical,921.8599999999999,461.73999999999995,18.81,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,10.869999999999997,920.02,591.22,,69.96508803885853,35.1400304414003,1.4315068493150684,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,0.8272450532724505,69.82544019429265,59.719191919191914,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 4,4.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-07-2012 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2012,2012-13,2010-2019,coal,Subcritical,921.8599999999999,461.73999999999995,18.81,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,10.869999999999997,920.02,591.22,,69.96508803885853,35.1400304414003,1.4315068493150684,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,0.8272450532724505,69.82544019429265,59.719191919191914,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 4,4.0,Simhapuri TPS,Andhra Pradesh,Nellore,01-02-2014 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2014,2013-14,2010-2019,coal,Subcritical,921.8599999999999,461.73999999999995,18.81,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,10.869999999999997,920.02,591.22,,69.96508803885853,35.1400304414003,1.4315068493150684,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,0.8272450532724505,69.82544019429265,59.719191919191914,
simhapuri-tps-simhapuri-energy-private-limited-sepl-madhucon-projects-ltd,Simhapuri Thermal Power Station Stage II Unit 4,4.0,Simhapuri TPS,Andhra Pradesh,Nellore,07-03-2015 00:00,150.0,Simhapuri Energy Private Limited (SEPL) (Madhucon Projects Ltd.),operational,operational,2015,2014-15,2010-2019,coal,Subcritical,921.8599999999999,461.73999999999995,18.81,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,10.869999999999997,920.02,591.22,,69.96508803885853,35.1400304414003,1.4315068493150684,0,0,0,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,N.F.,0,0.8272450532724505,69.82544019429265,59.719191919191914,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 1,1.0,Ramagundam STPS,Telangana,Karimnagar,01-11-1983 00:00,200.0,NTPC Ltd.,operational,operational,1983,1983-84,1980-1989,coal,Subcritical,1500.7599999999998,1593.4499999999998,1296.28,1453.11,1182.6299999999999,1336.673846153846,1560.07,1736.74,1594.47,1578.89,1682.56,1344.84,1658.25,1082.21,1012.3199999999998,1382.76,951.96,,85.42577413479052,90.95034246575341,73.98858447488584,82.94006849315069,67.31728142076501,76.29416930101861,89.0,99.1,91.0,89.9,96.0,76.8,94.6,61.76997716894977,57.7808219178082,78.70901639344262,72.11818181818181,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 1,1.0,Ramagundam STPS,Telangana,Karimnagar,01-05-1984 00:00,200.0,NTPC Ltd.,operational,operational,1984,1984-85,1980-1989,coal,Subcritical,1500.7599999999998,1593.4499999999998,1296.28,1453.11,1182.6299999999999,1336.673846153846,1560.07,1736.74,1594.47,1578.89,1682.56,1344.84,1658.25,1082.21,1012.3199999999998,1382.76,951.96,,85.42577413479052,90.95034246575341,73.98858447488584,82.94006849315069,67.31728142076501,76.29416930101861,89.0,99.1,91.0,89.9,96.0,76.8,94.6,61.76997716894977,57.7808219178082,78.70901639344262,72.11818181818181,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 1,1.0,Ramagundam STPS,Telangana,Karimnagar,01-12-1984 00:00,200.0,NTPC Ltd.,operational,operational,1984,1984-85,1980-1989,coal,Subcritical,1500.7599999999998,1593.4499999999998,1296.28,1453.11,1182.6299999999999,1336.673846153846,1560.07,1736.74,1594.47,1578.89,1682.56,1344.84,1658.25,1082.21,1012.3199999999998,1382.76,951.96,,85.42577413479052,90.95034246575341,73.98858447488584,82.94006849315069,67.31728142076501,76.29416930101861,89.0,99.1,91.0,89.9,96.0,76.8,94.6,61.76997716894977,57.7808219178082,78.70901639344262,72.11818181818181,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 1,1.0,Ramagundam STPS,Telangana,Karimnagar,01-06-1988 00:00,500.0,NTPC Ltd.,operational,operational,1988,1988-89,1980-1989,coal,Subcritical,1500.7599999999998,1593.4499999999998,1296.28,1453.11,1182.6299999999999,1336.673846153846,1560.07,1736.74,1594.47,1578.89,1682.56,1344.84,1658.25,1082.21,1012.3199999999998,1382.76,951.96,,85.42577413479052,90.95034246575341,73.98858447488584,82.94006849315069,67.31728142076501,76.29416930101861,89.0,99.1,91.0,89.9,96.0,76.8,94.6,61.76997716894977,57.7808219178082,78.70901639344262,72.11818181818181,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 1,1.0,Ramagundam STPS,Telangana,Karimnagar,01-03-1989 00:00,500.0,NTPC Ltd.,operational,operational,1989,1988-89,1980-1989,coal,Subcritical,1500.7599999999998,1593.4499999999998,1296.28,1453.11,1182.6299999999999,1336.673846153846,1560.07,1736.74,1594.47,1578.89,1682.56,1344.84,1658.25,1082.21,1012.3199999999998,1382.76,951.96,,85.42577413479052,90.95034246575341,73.98858447488584,82.94006849315069,67.31728142076501,76.29416930101861,89.0,99.1,91.0,89.9,96.0,76.8,94.6,61.76997716894977,57.7808219178082,78.70901639344262,72.11818181818181,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 1,1.0,Ramagundam STPS,Telangana,Karimnagar,01-10-1989 00:00,500.0,NTPC Ltd.,operational,operational,1989,1989-90,1980-1989,coal,Subcritical,1500.7599999999998,1593.4499999999998,1296.28,1453.11,1182.6299999999999,1336.673846153846,1560.07,1736.74,1594.47,1578.89,1682.56,1344.84,1658.25,1082.21,1012.3199999999998,1382.76,951.96,,85.42577413479052,90.95034246575341,73.98858447488584,82.94006849315069,67.31728142076501,76.29416930101861,89.0,99.1,91.0,89.9,96.0,76.8,94.6,61.76997716894977,57.7808219178082,78.70901639344262,72.11818181818181,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 1,1.0,Ramagundam STPS,Telangana,Karimnagar,01-08-2004 00:00,500.0,NTPC Ltd.,operational,operational,2004,2004-05,2000-2009,coal,Subcritical,1500.7599999999998,1593.4499999999998,1296.28,1453.11,1182.6299999999999,1336.673846153846,1560.07,1736.74,1594.47,1578.89,1682.56,1344.84,1658.25,1082.21,1012.3199999999998,1382.76,951.96,,85.42577413479052,90.95034246575341,73.98858447488584,82.94006849315069,67.31728142076501,76.29416930101861,89.0,99.1,91.0,89.9,96.0,76.8,94.6,61.76997716894977,57.7808219178082,78.70901639344262,72.11818181818181,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 2,2.0,Ramagundam STPS,Telangana,Karimnagar,01-11-1983 00:00,200.0,NTPC Ltd.,operational,operational,1983,1983-84,1980-1989,coal,Subcritical,1498.4699999999998,1589.2399999999998,1246.6700000000003,1559.2399999999998,1215.3399999999997,1106.4438461538464,1518.96,1750.54,1545.45,1592.98,1711.64,1471.68,1652.06,1469.8200000000002,874.94,1422.57,930.4099999999999,,85.29542349726775,90.71004566210044,71.15696347031964,88.99771689497715,69.17918943533697,63.153187565858815,86.7,99.9,88.2,90.7,97.7,84.0,94.3,83.89383561643837,49.93949771689498,80.97506830601094,70.48560606060606,
ramagundam-stps-ntpc-ltd,Ramagundam Super Thermal Power Station Stage I Unit 2,2.0,Ramagundam STPS,Telangana,Karimnagar,01-05-1984 00:00,200.0,NTPC Ltd.,operational,operational,1984,1984-85,1980-1989,coal,Subcritical,1498.4699999999998,1589.2399999999998,1246.6700000000003,1559.2399999999998,1215.3399999999997,1106.4438461538464,1518.96,1750.54,1545.45,1592.98,1711.64,1471.68,1652.06,1469.8200000000002,874.94,1422.57,930.4099999999999,,85.29542349726775,90.71004566210044,71.15696347031964,88.99771689497715,69.17918943533697,63.153187565858815,86.7,99.9,88.2,90.7,97.7,84.0,94.3,83.89383561643837,49.93949771689498,80.97506830601094,70.48560606060606,
